Vendedor;Cliente;Venda;Data;Valor;
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1891";"16/06/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1890";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1889";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1888";"16/06/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1887";"16/06/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1886";"10/06/2025";"R$ 4000,00";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1885";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1884";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1883";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1882";"05/06/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1881";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1880";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1879";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1878";"05/06/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1877";"05/06/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1876";"05/06/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 1875";"05/06/2025";"R$ 2987,50";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1874";"05/06/2025";"R$ 776,75";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1873";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1872";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1871";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1870";"01/06/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1869";"01/06/2025";"R$ 2000,00";
Rodrigo;"IB3 TI";"Venda 1868";"01/06/2025";"R$ 14340,00";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1867";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1866";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1865";"01/06/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1864";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1863";"01/06/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1862";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1861";"01/06/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1860";"01/06/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1859";"01/06/2025";"R$ 2929,85";
Rodrigo;"ALDO MAIS SERVIÇOS ADMINISTRATIVOS LTDA";"Venda 1858";"30/05/2025";"R$ 23900,00";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1857";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1856";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1855";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1854";"20/05/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1853";"20/05/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1852";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1851";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1850";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1849";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1848";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1847";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1846";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1845";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1844";"20/05/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1843";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1842";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1841";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1840";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1839";"20/05/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1838";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1837";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1836";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1835";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1834";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1833";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1832";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1831";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1830";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1829";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1828";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1827";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1826";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1825";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1824";"16/05/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1823";"16/05/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1822";"16/05/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1821";"10/05/2025";"R$ 4000,00";
Rodrigo;"POSTO MIRIAN 10";"Venda 1820";"05/05/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1819";"05/05/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1818";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1817";"05/05/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 1816";"05/05/2025";"R$ 2987,50";
Rodrigo;"MIRIAN 11";"Venda 1815";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1814";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1813";"05/05/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1812";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1811";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1810";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1809";"05/05/2025";"R$ 776,75";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1808";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1807";"01/05/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1806";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1805";"01/05/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1804";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1803";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1802";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1801";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1800";"01/05/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1799";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1798";"01/05/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1797";"01/05/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1796";"01/05/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1795";"01/05/2025";"R$ 14340,00";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1794";"01/05/2025";"R$ 2000,00";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1793";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1792";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1791";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1790";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1789";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1788";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1787";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1786";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1785";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1784";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1783";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1782";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1781";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1780";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1779";"20/04/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1778";"20/04/2025";"R$ 42064,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1777";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1776";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1775";"20/04/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1774";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1773";"16/04/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1772";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1771";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1770";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1769";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1768";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1767";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1766";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1765";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1764";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1763";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1762";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1761";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1760";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1759";"16/04/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1758";"16/04/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1757";"10/04/2025";"R$ 4000,00";
Rodrigo;"POSTO MIRIAN 10";"Venda 1756";"05/04/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 1755";"05/04/2025";"R$ 2987,50";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1754";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1753";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1752";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1751";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1750";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1749";"05/04/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1748";"05/04/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1747";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1746";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1745";"05/04/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1744";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1743";"01/04/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1742";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1741";"01/04/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1740";"01/04/2025";"R$ 2000,00";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1739";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1738";"01/04/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1737";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1736";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1735";"01/04/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1734";"01/04/2025";"R$ 14340,00";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1733";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1732";"01/04/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1731";"01/04/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1730";"01/04/2025";"R$ 2929,85";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1729";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1728";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1727";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1726";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1725";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1724";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1723";"20/03/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1722";"20/03/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1721";"20/03/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1720";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1719";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1718";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1717";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1716";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1715";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1714";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1713";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1712";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1711";"20/03/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1710";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1709";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1708";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1707";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1706";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1705";"16/03/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1704";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1703";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1702";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1701";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1700";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1699";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1698";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1697";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1696";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1695";"16/03/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1694";"16/03/2025";"R$ 776,75";
Rodrigo;"ETIQUETAS BAPSTISTELLA";"Venda 1693";"11/03/2025";"R$ 6500,00";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1692";"10/03/2025";"R$ 4000,00";
Rodrigo;"ASFRETE";"Venda 1691";"05/03/2025";"R$ 2987,50";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1690";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1689";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1688";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1687";"05/03/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1686";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1685";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1684";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1683";"05/03/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1682";"05/03/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1681";"05/03/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1680";"05/03/2025";"R$ 776,75";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1679";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1678";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1677";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1676";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1675";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1674";"01/03/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1673";"01/03/2025";"R$ 14340,00";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1672";"01/03/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1671";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1670";"01/03/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1669";"01/03/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1668";"01/03/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1667";"01/03/2025";"R$ 2000,00";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1666";"01/03/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1665";"01/03/2025";"R$ 2929,85";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1664";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1663";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1662";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1661";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1660";"20/02/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1659";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1658";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1657";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1656";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1655";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1654";"20/02/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1653";"20/02/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1652";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1651";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1650";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1649";"20/02/2025";"R$ 3157,54";
