Vendedor;Cliente;Venda;Data;Valor;
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2382";"05/12/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 2381";"05/12/2025";"R$ 2987,50";
Rodrigo;"POSTO MIRIAN 10";"Venda 2380";"05/12/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2379";"05/12/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2378";"05/12/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2377";"05/12/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2376";"05/12/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 2375";"05/12/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2374";"05/12/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2373";"05/12/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2372";"05/12/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2371";"05/12/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2370";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2369";"04/12/2025";"R$ 1434,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2368";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2367";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2366";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2365";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2364";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2363";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2362";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2361";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2360";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2359";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2358";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2357";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2356";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2355";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2354";"04/12/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2353";"04/12/2025";"R$ 1434,00";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2352";"01/12/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2351";"01/12/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 2350";"01/12/2025";"R$ 2000,00";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2349";"01/12/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2348";"01/12/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 2347";"01/12/2025";"R$ 14340,00";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2346";"01/12/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2345";"01/12/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2344";"01/12/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2343";"01/12/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 2342";"01/12/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2341";"01/12/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 2340";"01/12/2025";"R$ 2929,85";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2339";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2338";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2337";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2336";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2335";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2334";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2333";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2332";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2331";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2330";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2329";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2328";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2327";"20/11/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2326";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2325";"20/11/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2324";"20/11/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2323";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2322";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2321";"20/11/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2320";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2319";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2318";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2317";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2316";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2315";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2314";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2313";"16/11/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2312";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2311";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2310";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2309";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2308";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2307";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2306";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2305";"16/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2304";"16/11/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2303";"10/11/2025";"R$ 4000,00";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2302";"05/11/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2301";"05/11/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2300";"05/11/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2299";"05/11/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2298";"05/11/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2297";"05/11/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2296";"05/11/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2295";"05/11/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 2294";"05/11/2025";"R$ 2987,50";
Rodrigo;"POSTO MIRIAN 10";"Venda 2293";"05/11/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2292";"05/11/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 2291";"05/11/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2290";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2289";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2288";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2287";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2286";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2285";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2284";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2283";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2282";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2281";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2280";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2279";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2278";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2277";"04/11/2025";"R$ 1434,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2276";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2275";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2274";"04/11/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2273";"04/11/2025";"R$ 1434,00";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2272";"01/11/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 2271";"01/11/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2270";"01/11/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 2269";"01/11/2025";"R$ 2000,00";
Rodrigo;"POSTO MIRIAN 10";"Venda 2268";"01/11/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2267";"01/11/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2266";"01/11/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 2265";"01/11/2025";"R$ 14340,00";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2264";"01/11/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2263";"01/11/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2262";"01/11/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2261";"01/11/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2260";"01/11/2025";"R$ 2929,85";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2259";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2258";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2257";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2256";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2255";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2254";"20/10/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2253";"20/10/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2252";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2251";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2250";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2249";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2248";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2247";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2246";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2245";"20/10/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2244";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2243";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2242";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2241";"20/10/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2240";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2239";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2238";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2237";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2236";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2235";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2234";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2233";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2232";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2231";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2230";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2229";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2228";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2227";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2226";"16/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2225";"16/10/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2224";"16/10/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2223";"10/10/2025";"R$ 4000,00";
Rodrigo;"ETIQUETAS BAPSTISTELLA";"Venda 2222";"08/10/2025";"R$ 1996,50";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 2221";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2220";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2219";"05/10/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2218";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 2217";"05/10/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2216";"05/10/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2215";"05/10/2025";"R$ 776,75";
Rodrigo;"ASFRETE";"Venda 2214";"05/10/2025";"R$ 2987,50";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2213";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2212";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2211";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 2210";"05/10/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 2209";"05/10/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2208";"05/10/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2207";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2206";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2205";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2204";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2203";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2202";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2201";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2200";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2199";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2198";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2197";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2196";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2195";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2194";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2193";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2192";"04/10/2025";"R$ 1434,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2191";"04/10/2025";"R$ 1434,00";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2190";"04/10/2025";"R$ 1434,00";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 2189";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 2188";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 2187";"01/10/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 2186";"01/10/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 2185";"01/10/2025";"R$ 14340,00";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 2184";"01/10/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 2183";"01/10/2025";"R$ 2000,00";
Rodrigo;"POSTO MIRIAN 10";"Venda 2182";"01/10/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 2181";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 2180";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 2179";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 2178";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 2177";"01/10/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 2176";"01/10/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 2175";"01/10/2025";"R$ 2929,85";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2174";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 2173";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2172";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2171";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2170";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2169";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2168";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2167";"20/09/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2166";"20/09/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2165";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2164";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2163";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2162";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2161";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2160";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2159";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2158";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2157";"20/09/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2156";"20/09/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 2155";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 2154";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 2153";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 2152";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 2151";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 2150";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 2149";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 2148";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 2147";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 2146";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 2145";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 2144";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 2143";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 2142";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 2141";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 2140";"16/09/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 2139";"16/09/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 2138";"10/09/2025";"R$ 4000,00";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 2137";"05/09/2025";"R$ 776,75";
